ConfAbbrev,Description,Season,TeamID,Season_x,LTeamID_x,WLoc,WTeamID-LTeamID,Season_y,DayNum,WTeamID_y,LTeamID_y,CRType,CityID
mwc,Mountain West Conference,2022.0,1129.0,2022.0,1430.0,H,1129-1430,2022.0,8.0,1129.0,1430.0,Regular,4035.0
mwc,Mountain West Conference,2022.0,1161.0,2022.0,1331.0,H,1161-1331,2022.0,8.0,1161.0,1331.0,Regular,4121.0
mwc,Mountain West Conference,2022.0,1201.0,2022.0,1254.0,H,1201-1254,2022.0,11.0,1201.0,1254.0,Regular,4126.0
mwc,Mountain West Conference,2022.0,1305.0,2022.0,1186.0,H,1305-1186,2022.0,8.0,1305.0,1186.0,Regular,4290.0
mwc,Mountain West Conference,2022.0,1307.0,2022.0,1194.0,H,1307-1194,2022.0,9.0,1307.0,1194.0,Regular,4004.0
mwc,Mountain West Conference,2022.0,1361.0,2022.0,1415.0,H,1361-1415,2022.0,8.0,1361.0,1415.0,Regular,4303.0
mwc,Mountain West Conference,2022.0,1363.0,2022.0,1168.0,H,1363-1168,2022.0,10.0,1363.0,1168.0,Regular,4305.0
mwc,Mountain West Conference,2022.0,1424.0,2022.0,1205.0,H,1424-1205,2022.0,9.0,1424.0,1205.0,Regular,4188.0
mwc,Mountain West Conference,2022.0,1429.0,2022.0,1426.0,H,1429-1426,,,,,,
mwc,Mountain West Conference,2022.0,1461.0,2022.0,1178.0,H,1461-1178,2022.0,9.0,1461.0,1178.0,Regular,4186.0
nac,North Atlantic Conference,,,,,,,,,,,,
nec,Northeast Conference,2022.0,1136.0,2022.0,1306.0,H,1136-1306,,,,,,
nec,Northeast Conference,2022.0,1148.0,2022.0,1221.0,H,1148-1221,,,,,,
nec,Northeast Conference,2022.0,1192.0,2022.0,1148.0,H,1192-1148,,,,,,
nec,Northeast Conference,2022.0,1254.0,2022.0,1175.0,H,1254-1175,2022.0,26.0,1254.0,1175.0,Regular,4047.0
nec,Northeast Conference,2022.0,1291.0,2022.0,1224.0,H,1291-1224,,,,,,
nec,Northeast Conference,2022.0,1357.0,2022.0,1254.0,H,1357-1254,,,,,,
nec,Northeast Conference,2022.0,1383.0,2022.0,1384.0,H,1383-1384,,,,,,
nec,Northeast Conference,2022.0,1384.0,2022.0,1137.0,H,1384-1137,,,,,,
nec,Northeast Conference,2022.0,1447.0,2022.0,1216.0,H,1447-1216,2022.0,8.0,1447.0,1216.0,Regular,4333.0
nec,Northeast Conference,2022.0,1467.0,2022.0,1250.0,H,1467-1250,,,,,,
ovc,Ohio Valley Conference,2022.0,1122.0,2022.0,1188.0,H,1122-1188,,,,,,
ovc,Ohio Valley Conference,2022.0,1125.0,2022.0,1191.0,H,1125-1191,2022.0,12.0,1125.0,1191.0,Regular,4233.0
ovc,Ohio Valley Conference,2022.0,1183.0,2022.0,1398.0,H,1183-1398,,,,,,
ovc,Ohio Valley Conference,2022.0,1188.0,2022.0,1236.0,H,1188-1236,,,,,,
ovc,Ohio Valley Conference,2022.0,1287.0,2022.0,1204.0,H,1287-1204,,,,,,
ovc,Ohio Valley Conference,2022.0,1293.0,2022.0,1468.0,H,1293-1468,2022.0,12.0,1293.0,1468.0,Regular,4229.0
ovc,Ohio Valley Conference,2022.0,1369.0,2022.0,1191.0,H,1369-1191,,,,,,
ovc,Ohio Valley Conference,2022.0,1398.0,2022.0,1237.0,H,1398-1237,2022.0,39.0,1398.0,1237.0,Regular,4233.0
ovc,Ohio Valley Conference,2022.0,1399.0,2022.0,1252.0,H,1399-1252,2022.0,22.0,1399.0,1252.0,Regular,4083.0
ovc,Ohio Valley Conference,2022.0,1404.0,2022.0,1421.0,H,1404-1421,,,,,,
pac_ten,Pacific-10 Conference,,,,,,,,,,,,
pac_twelve,Pacific-12 Conference,2022.0,1112.0,2022.0,1319.0,H,1112-1319,2022.0,8.0,1112.0,1319.0,Regular,4350.0
pac_twelve,Pacific-12 Conference,2022.0,1113.0,2022.0,1339.0,H,1113-1339,2022.0,8.0,1113.0,1339.0,Regular,4343.0
pac_twelve,Pacific-12 Conference,2022.0,1143.0,2022.0,1360.0,H,1143-1360,2022.0,14.0,1143.0,1360.0,Regular,4027.0
pac_twelve,Pacific-12 Conference,2022.0,1160.0,2022.0,1286.0,H,1160-1286,2022.0,8.0,1160.0,1286.0,Regular,4040.0
pac_twelve,Pacific-12 Conference,2022.0,1332.0,2022.0,1411.0,H,1332-1411,2022.0,8.0,1332.0,1411.0,Regular,4112.0
pac_twelve,Pacific-12 Conference,2022.0,1333.0,2022.0,1340.0,H,1333-1340,2022.0,8.0,1333.0,1340.0,Regular,4086.0
pac_twelve,Pacific-12 Conference,2022.0,1390.0,2022.0,1470.0,H,1390-1470,2022.0,8.0,1390.0,1470.0,Regular,4331.0
pac_twelve,Pacific-12 Conference,2022.0,1417.0,2022.0,1167.0,H,1417-1167,2022.0,8.0,1417.0,1167.0,Regular,4201.0
pac_twelve,Pacific-12 Conference,2022.0,1425.0,2022.0,1169.0,H,1425-1169,2022.0,8.0,1425.0,1169.0,Regular,4201.0
pac_twelve,Pacific-12 Conference,2022.0,1428.0,2022.0,1101.0,H,1428-1101,2022.0,8.0,1428.0,1101.0,Regular,4301.0
pac_twelve,Pacific-12 Conference,2022.0,1449.0,2022.0,1319.0,H,1449-1319,2022.0,10.0,1449.0,1319.0,Regular,4313.0
pac_twelve,Pacific-12 Conference,2022.0,1450.0,2022.0,1108.0,H,1450-1108,2022.0,8.0,1450.0,1108.0,Regular,4284.0
patriot,Patriot League,2022.0,1110.0,2022.0,1265.0,H,1110-1265,2022.0,8.0,1110.0,1265.0,Regular,4363.0
patriot,Patriot League,2022.0,1119.0,2022.0,1467.0,H,1119-1467,,,,,,
patriot,Patriot League,2022.0,1131.0,2022.0,1467.0,H,1131-1467,,,,,,
patriot,Patriot League,2022.0,1137.0,2022.0,1351.0,H,1137-1351,2022.0,16.0,1137.0,1351.0,Regular,4191.0
patriot,Patriot League,2022.0,1159.0,2022.0,1318.0,H,1159-1318,2022.0,8.0,1159.0,1318.0,Regular,4144.0
patriot,Patriot League,2022.0,1221.0,2022.0,1248.0,H,1221-1248,2022.0,67.0,1221.0,1248.0,Regular,4372.0
patriot,Patriot League,2022.0,1248.0,2022.0,1119.0,H,1248-1119,,,,,,
patriot,Patriot League,2022.0,1250.0,2022.0,1162.0,H,1250-1162,2022.0,22.0,1250.0,1162.0,Regular,4028.0
patriot,Patriot League,2022.0,1259.0,2022.0,1354.0,H,1259-1354,2022.0,11.0,1259.0,1354.0,Regular,4064.0
patriot,Patriot League,2022.0,1298.0,2022.0,1456.0,H,1298-1456,,,,,,
pcaa,Pacific Coast Athletic Association,,,,,,,,,,,,
sec,Southeastern Conference,2022.0,1104.0,2022.0,1256.0,H,1104-1256,2022.0,8.0,1104.0,1256.0,Regular,4353.0
sec,Southeastern Conference,2022.0,1116.0,2022.0,1273.0,H,1116-1273,2022.0,8.0,1116.0,1273.0,Regular,4119.0
sec,Southeastern Conference,2022.0,1120.0,2022.0,1287.0,H,1120-1287,2022.0,8.0,1120.0,1287.0,Regular,4018.0
sec,Southeastern Conference,2022.0,1196.0,2022.0,1189.0,H,1196-1189,2022.0,8.0,1196.0,1189.0,Regular,4128.0
sec,Southeastern Conference,2022.0,1208.0,2022.0,1198.0,H,1208-1198,2022.0,8.0,1208.0,1198.0,Regular,4014.0
sec,Southeastern Conference,2022.0,1246.0,2022.0,1352.0,H,1246-1352,2022.0,11.0,1246.0,1352.0,Regular,4193.0
sec,Southeastern Conference,2022.0,1261.0,2022.0,1419.0,H,1261-1419,2022.0,8.0,1261.0,1419.0,Regular,4024.0
sec,Southeastern Conference,2022.0,1279.0,2022.0,1309.0,H,1279-1309,2022.0,8.0,1279.0,1309.0,Regular,4260.0
sec,Southeastern Conference,2022.0,1280.0,2022.0,1466.0,H,1280-1466,2022.0,9.0,1280.0,1466.0,Regular,4332.0
sec,Southeastern Conference,2022.0,1281.0,2022.0,1141.0,H,1281-1141,2022.0,8.0,1281.0,1141.0,Regular,4463.0
sec,Southeastern Conference,2022.0,1376.0,2022.0,1367.0,H,1376-1367,2022.0,8.0,1376.0,1367.0,Regular,4079.0
sec,Southeastern Conference,2022.0,1397.0,2022.0,1404.0,H,1397-1404,2022.0,8.0,1397.0,1404.0,Regular,4180.0
sec,Southeastern Conference,2022.0,1401.0,2022.0,1316.0,H,1401-1316,2022.0,9.0,1401.0,1316.0,Regular,4078.0
sec,Southeastern Conference,2022.0,1435.0,2022.0,1106.0,H,1435-1106,2022.0,9.0,1435.0,1106.0,Regular,4233.0
southern,Southern Conference,2022.0,1151.0,2022.0,1421.0,H,1151-1421,,,,,,
southern,Southern Conference,2022.0,1154.0,2022.0,1300.0,H,1154-1300,,,,,,
southern,Southern Conference,2022.0,1190.0,2022.0,1367.0,H,1190-1367,2022.0,17.0,1190.0,1367.0,Regular,4170.0
southern,Southern Conference,2022.0,1202.0,2022.0,1347.0,H,1202-1347,,,,,,
southern,Southern Conference,2022.0,1273.0,2022.0,1209.0,H,1273-1209,,,,,,
southern,Southern Conference,2022.0,1359.0,2022.0,1105.0,H,1359-1105,,,,,,
southern,Southern Conference,2022.0,1422.0,2022.0,1299.0,H,1422-1299,2022.0,8.0,1422.0,1299.0,Regular,4136.0
southern,Southern Conference,2022.0,1440.0,2022.0,1205.0,H,1440-1205,,,,,,
southern,Southern Conference,2022.0,1441.0,2022.0,1132.0,H,1441-1132,2022.0,8.0,1441.0,1132.0,Regular,4087.0
southern,Southern Conference,2022.0,1459.0,2022.0,1214.0,H,1459-1214,2022.0,18.0,1459.0,1214.0,Regular,4323.0
southland,Southland Conference,2022.0,1223.0,2022.0,1368.0,H,1223-1368,,,,,,
southland,Southland Conference,2022.0,1230.0,2022.0,1212.0,H,1230-1212,2022.0,40.0,1230.0,1212.0,Regular,4302.0
southland,Southland Conference,2022.0,1270.0,2022.0,1223.0,H,1270-1223,,,,,,
southland,Southland Conference,2022.0,1309.0,2022.0,1146.0,H,1309-1146,2022.0,23.0,1309.0,1146.0,Regular,4237.0
southland,Southland Conference,2022.0,1311.0,2022.0,1290.0,H,1311-1290,,,,,,
southland,Southland Conference,2022.0,1322.0,2022.0,1230.0,H,1322-1230,2022.0,67.0,1322.0,1230.0,Regular,4175.0
southland,Southland Conference,2022.0,1368.0,2022.0,1322.0,H,1368-1322,,,,,,
southland,Southland Conference,2022.0,1394.0,2022.0,1176.0,H,1394-1176,,,,,,
summit,Summit League,2022.0,1176.0,2022.0,1223.0,H,1176-1223,,,,,,
summit,Summit League,2022.0,1282.0,2022.0,1453.0,H,1282-1453,,,,,,
summit,Summit League,2022.0,1295.0,2022.0,1470.0,H,1295-1470,,,,,,
summit,Summit League,2022.0,1303.0,2022.0,1442.0,H,1303-1442,2022.0,51.0,1303.0,1442.0,Regular,4255.0
summit,Summit League,2022.0,1315.0,2022.0,1285.0,H,1315-1285,2022.0,14.0,1315.0,1285.0,Regular,4133.0
summit,Summit League,2022.0,1331.0,2022.0,1409.0,H,1331-1409,2022.0,28.0,1331.0,1409.0,Regular,4351.0
summit,Summit League,2022.0,1355.0,2022.0,1133.0,H,1355-1133,2022.0,8.0,1355.0,1133.0,Regular,4046.0
summit,Summit League,2022.0,1377.0,2022.0,1102.0,H,1377-1102,2022.0,10.0,1377.0,1102.0,Regular,4316.0
summit,Summit League,2022.0,1442.0,2022.0,1275.0,H,1442-1275,,,,,,
summit,Summit League,2022.0,1472.0,2022.0,1442.0,H,1472-1442,,,,,,
sun_belt,Sun Belt Conference,2022.0,1111.0,2022.0,1190.0,H,1111-1190,2022.0,11.0,1111.0,1190.0,Regular,4036.0
sun_belt,Sun Belt Conference,2022.0,1114.0,2022.0,1356.0,H,1114-1356,2022.0,8.0,1114.0,1356.0,Regular,4248.0
sun_belt,Sun Belt Conference,2022.0,1117.0,2022.0,1282.0,H,1117-1282,,,,,,
sun_belt,Sun Belt Conference,2022.0,1157.0,2022.0,1376.0,H,1157-1376,,,,,,
sun_belt,Sun Belt Conference,2022.0,1204.0,2022.0,1123.0,H,1204-1123,2022.0,8.0,1204.0,1123.0,Regular,4334.0
sun_belt,Sun Belt Conference,2022.0,1209.0,2022.0,1318.0,H,1209-1318,2022.0,11.0,1209.0,1318.0,Regular,4016.0
sun_belt,Sun Belt Conference,2022.0,1375.0,2022.0,1379.0,H,1375-1379,,,,,,
sun_belt,Sun Belt Conference,2022.0,1402.0,2022.0,1176.0,H,1402-1176,,,,,,
sun_belt,Sun Belt Conference,2022.0,1407.0,2022.0,1240.0,H,1407-1240,2022.0,15.0,1407.0,1240.0,Regular,4349.0
sun_belt,Sun Belt Conference,2022.0,1418.0,2022.0,1309.0,H,1418-1309,,,,,,
sun_belt,Sun Belt Conference,2022.0,1419.0,2022.0,1322.0,H,1419-1322,2022.0,21.0,1419.0,1322.0,Regular,4299.0
sun_belt,Sun Belt Conference,2022.0,1426.0,2022.0,1249.0,H,1426-1249,,,,,,
swac,Southwest Athletic Conference,2022.0,1105.0,2022.0,1398.0,H,1105-1398,2022.0,8.0,1105.0,1398.0,Regular,4159.0
swac,Southwest Athletic Conference,2022.0,1106.0,2022.0,1300.0,H,1106-1300,2022.0,19.0,1106.0,1300.0,Regular,4220.0
swac,Southwest Athletic Conference,2022.0,1108.0,2022.0,1411.0,H,1108-1411,,,,,,
swac,Southwest Athletic Conference,2022.0,1115.0,2022.0,1106.0,H,1115-1106,2022.0,65.0,1115.0,1106.0,Regular,4268.0
swac,Southwest Athletic Conference,2022.0,1126.0,2022.0,1197.0,H,1126-1197,,,,,,
swac,Southwest Athletic Conference,2022.0,1197.0,2022.0,1212.0,H,1197-1212,2022.0,70.0,1197.0,1212.0,Regular,4341.0
swac,Southwest Athletic Conference,2022.0,1212.0,2022.0,1380.0,H,1212-1380,,,,,,
swac,Southwest Athletic Conference,2022.0,1238.0,2022.0,1341.0,H,1238-1341,,,,,,
swac,Southwest Athletic Conference,2022.0,1290.0,,,,,,,,,,
swac,Southwest Athletic Conference,2022.0,1341.0,2022.0,1115.0,H,1341-1115,2022.0,70.0,1341.0,1115.0,Regular,4276.0
swac,Southwest Athletic Conference,2022.0,1380.0,2022.0,1368.0,H,1380-1368,,,,,,
swac,Southwest Athletic Conference,2022.0,1411.0,2022.0,1115.0,H,1411-1115,,,,,,
swc,Southwest Conference,,,,,,,,,,,,
wac,Western Athletic Conference,2022.0,1101.0,2022.0,1230.0,H,1101-1230,,,,,,
wac,Western Athletic Conference,2022.0,1152.0,2022.0,1472.0,H,1152-1472,2022.0,8.0,1152.0,1472.0,Regular,4071.0
wac,Western Athletic Conference,2022.0,1213.0,2022.0,1212.0,H,1213-1212,2022.0,8.0,1213.0,1212.0,Regular,4267.0
wac,Western Athletic Conference,2022.0,1249.0,,,,,,,,,,
wac,Western Athletic Conference,2022.0,1308.0,2022.0,1414.0,H,1308-1414,2022.0,8.0,1308.0,1414.0,Regular,4187.0
wac,Western Athletic Conference,2022.0,1358.0,2022.0,1300.0,H,1358-1300,,,,,,
wac,Western Athletic Conference,2022.0,1370.0,2022.0,1108.0,H,1370-1108,2022.0,9.0,1370.0,1108.0,Regular,4313.0
wac,Western Athletic Conference,2022.0,1372.0,2022.0,1292.0,H,1372-1292,2022.0,18.0,1372.0,1292.0,Regular,4231.0
wac,Western Athletic Conference,2022.0,1410.0,2022.0,1152.0,H,1410-1152,,,,,,
wac,Western Athletic Conference,2022.0,1430.0,2022.0,1176.0,H,1430-1176,,,,,,
wac,Western Athletic Conference,2022.0,1465.0,2022.0,1290.0,H,1465-1290,2022.0,12.0,1465.0,1290.0,Regular,4294.0
wac,Western Athletic Conference,2022.0,1469.0,2022.0,1381.0,H,1469-1381,2022.0,11.0,1469.0,1381.0,Regular,4476.0
wac,Western Athletic Conference,2022.0,1470.0,2022.0,1375.0,H,1470-1375,2022.0,46.0,1470.0,1375.0,Regular,4477.0
wcc,West Coast Conference,2022.0,1140.0,2022.0,1156.0,H,1140-1156,2022.0,8.0,1140.0,1156.0,Regular,4282.0
wcc,West Coast Conference,2022.0,1211.0,2022.0,1469.0,H,1211-1469,2022.0,8.0,1211.0,1469.0,Regular,4324.0
wcc,West Coast Conference,2022.0,1258.0,2022.0,1114.0,H,1258-1114,2022.0,16.0,1258.0,1114.0,Regular,4201.0
wcc,West Coast Conference,2022.0,1334.0,2022.0,1152.0,H,1334-1152,2022.0,21.0,1334.0,1152.0,Regular,4336.0
wcc,West Coast Conference,2022.0,1337.0,2022.0,1226.0,H,1337-1226,2022.0,11.0,1337.0,1226.0,Regular,4210.0
wcc,West Coast Conference,2022.0,1339.0,2022.0,1108.0,H,1339-1108,2022.0,12.0,1339.0,1108.0,Regular,4274.0
wcc,West Coast Conference,2022.0,1360.0,2022.0,1415.0,H,1360-1415,,,,,,
wcc,West Coast Conference,2022.0,1362.0,2022.0,1254.0,H,1362-1254,2022.0,8.0,1362.0,1254.0,Regular,4304.0
wcc,West Coast Conference,2022.0,1365.0,2022.0,1168.0,H,1365-1168,2022.0,8.0,1365.0,1168.0,Regular,4311.0
wcc,West Coast Conference,2022.0,1388.0,2022.0,1341.0,H,1388-1341,2022.0,8.0,1388.0,1341.0,Regular,4222.0
