,lowidlose_prob,lowidwin_prob,LowIDwin,TeamA_ID,TeamB_ID,TeamA_Name,TeamB_Name,Winner
408,0.448,0.552,1,1129,1260,Boise St,Loyola-Chicago,Boise St
409,0.46,0.54,1,1129,1261,Boise St,LSU,Boise St
410,0.48,0.52,1,1129,1266,Boise St,Marquette,Boise St
411,0.536,0.464,0,1129,1272,Boise St,Memphis,Memphis
412,0.564,0.436,0,1129,1274,Boise St,Miami FL,Miami FL
413,0.424,0.576,1,1129,1276,Boise St,Michigan,Boise St
414,0.452,0.548,1,1129,1277,Boise St,Michigan St,Boise St
415,0.488,0.512,1,1129,1286,Boise St,Montana St,Boise St
416,0.484,0.516,1,1129,1293,Boise St,Murray St,Boise St
417,0.408,0.592,1,1129,1308,Boise St,New Mexico St,Boise St
418,0.58,0.42,0,1129,1313,Boise St,Norfolk St,Norfolk St
419,0.48,0.52,1,1129,1314,Boise St,North Carolina,Boise St
420,0.492,0.508,1,1129,1323,Boise St,Notre Dame,Boise St
421,0.456,0.544,1,1129,1326,Boise St,Ohio St,Boise St
422,0.376,0.624,1,1129,1344,Boise St,Providence,Boise St
423,0.408,0.592,1,1129,1345,Boise St,Purdue,Boise St
424,0.488,0.512,1,1129,1350,Boise St,Richmond,Boise St
425,0.452,0.548,1,1129,1353,Boise St,Rutgers,Boise St
426,0.46,0.54,1,1129,1355,Boise St,S Dakota St,Boise St
427,0.564,0.436,0,1129,1361,Boise St,San Diego St,San Diego St
428,0.5,0.5,0,1129,1362,Boise St,San Francisco,San Francisco
429,0.4,0.6,1,1129,1371,Boise St,Seton Hall,Boise St
430,0.52,0.48,0,1129,1388,Boise St,St Mary's CA,St Mary's CA
431,0.472,0.528,1,1129,1389,Boise St,St Peter's,Boise St
432,0.464,0.536,1,1129,1394,Boise St,TAM C. Christi,Boise St
433,0.524,0.476,0,1129,1395,Boise St,TCU,TCU
434,0.504,0.496,0,1129,1397,Boise St,Tennessee,Tennessee
435,0.512,0.488,0,1129,1400,Boise St,Texas,Texas
436,0.548,0.452,0,1129,1403,Boise St,Texas Tech,Texas Tech
437,0.464,0.536,1,1129,1411,Boise St,TX Southern,Boise St
438,0.516,0.484,0,1129,1412,Boise St,UAB,UAB
439,0.5,0.5,0,1129,1417,Boise St,UCLA,UCLA
440,0.52,0.48,0,1129,1425,Boise St,USC,USC
441,0.492,0.508,1,1129,1436,Boise St,Vermont,Boise St
442,0.568,0.432,0,1129,1437,Boise St,Villanova,Villanova
443,0.48,0.52,1,1129,1439,Boise St,Virginia Tech,Boise St
444,0.376,0.624,1,1129,1458,Boise St,Wisconsin,Boise St
445,0.452,0.548,1,1129,1460,Boise St,Wright St,Boise St
446,0.496,0.504,1,1129,1461,Boise St,Wyoming,Boise St
447,0.464,0.536,1,1129,1463,Boise St,Yale,Boise St
448,0.572,0.428,0,1136,1151,Bryant,Chattanooga,Chattanooga
449,0.444,0.556,1,1136,1159,Bryant,Colgate,Bryant
450,0.616,0.384,0,1136,1161,Bryant,Colorado St,Colorado St
451,0.564,0.436,0,1136,1163,Bryant,Connecticut,Connecticut
452,0.588,0.412,0,1136,1166,Bryant,Creighton,Creighton
453,0.428,0.572,1,1136,1168,Bryant,CS Fullerton,Bryant
454,0.576,0.424,0,1136,1172,Bryant,Davidson,Davidson
455,0.484,0.516,1,1136,1174,Bryant,Delaware,Bryant
456,0.552,0.448,0,1136,1181,Bryant,Duke,Duke
457,0.556,0.444,0,1136,1209,Bryant,Georgia St,Georgia St
458,0.616,0.384,0,1136,1211,Bryant,Gonzaga,Gonzaga
459,0.568,0.432,0,1136,1222,Bryant,Houston,Houston
460,0.576,0.424,0,1136,1228,Bryant,Illinois,Illinois
461,0.624,0.376,0,1136,1231,Bryant,Indiana,Indiana
462,0.516,0.484,0,1136,1234,Bryant,Iowa,Iowa
463,0.56,0.44,0,1136,1235,Bryant,Iowa St,Iowa St
464,0.508,0.492,0,1136,1240,Bryant,Jacksonville St,Jacksonville St
465,0.544,0.456,0,1136,1242,Bryant,Kansas,Kansas
466,0.572,0.428,0,1136,1246,Bryant,Kentucky,Kentucky
467,0.524,0.476,0,1136,1255,Bryant,Longwood,Longwood
468,0.544,0.456,0,1136,1260,Bryant,Loyola-Chicago,Loyola-Chicago
469,0.468,0.532,1,1136,1261,Bryant,LSU,Bryant
470,0.644,0.356,0,1136,1266,Bryant,Marquette,Marquette
471,0.6,0.4,0,1136,1272,Bryant,Memphis,Memphis
472,0.588,0.412,0,1136,1274,Bryant,Miami FL,Miami FL
473,0.556,0.444,0,1136,1276,Bryant,Michigan,Michigan
474,0.652,0.348,0,1136,1277,Bryant,Michigan St,Michigan St
475,0.448,0.552,1,1136,1286,Bryant,Montana St,Bryant
476,0.556,0.444,0,1136,1293,Bryant,Murray St,Murray St
477,0.536,0.464,0,1136,1308,Bryant,New Mexico St,New Mexico St
478,0.492,0.508,1,1136,1313,Bryant,Norfolk St,Bryant
479,0.568,0.432,0,1136,1314,Bryant,North Carolina,North Carolina
480,0.58,0.42,0,1136,1323,Bryant,Notre Dame,Notre Dame
481,0.556,0.444,0,1136,1326,Bryant,Ohio St,Ohio St
482,0.584,0.416,0,1136,1344,Bryant,Providence,Providence
483,0.56,0.44,0,1136,1345,Bryant,Purdue,Purdue
484,0.584,0.416,0,1136,1350,Bryant,Richmond,Richmond
485,0.54,0.46,0,1136,1353,Bryant,Rutgers,Rutgers
486,0.616,0.384,0,1136,1355,Bryant,S Dakota St,S Dakota St
487,0.584,0.416,0,1136,1361,Bryant,San Diego St,San Diego St
488,0.624,0.376,0,1136,1362,Bryant,San Francisco,San Francisco
489,0.504,0.496,0,1136,1371,Bryant,Seton Hall,Seton Hall
490,0.604,0.396,0,1136,1388,Bryant,St Mary's CA,St Mary's CA
491,0.58,0.42,0,1136,1389,Bryant,St Peter's,St Peter's
492,0.52,0.48,0,1136,1394,Bryant,TAM C. Christi,TAM C. Christi
493,0.564,0.436,0,1136,1395,Bryant,TCU,TCU
494,0.6,0.4,0,1136,1397,Bryant,Tennessee,Tennessee
495,0.576,0.424,0,1136,1400,Bryant,Texas,Texas
496,0.612,0.388,0,1136,1403,Bryant,Texas Tech,Texas Tech
497,0.488,0.512,1,1136,1411,Bryant,TX Southern,Bryant
498,0.5,0.5,0,1136,1412,Bryant,UAB,UAB
499,0.504,0.496,0,1136,1417,Bryant,UCLA,UCLA
500,0.528,0.472,0,1136,1425,Bryant,USC,USC
501,0.536,0.464,0,1136,1436,Bryant,Vermont,Vermont
502,0.596,0.404,0,1136,1437,Bryant,Villanova,Villanova
503,0.544,0.456,0,1136,1439,Bryant,Virginia Tech,Virginia Tech
504,0.576,0.424,0,1136,1458,Bryant,Wisconsin,Wisconsin
505,0.452,0.548,1,1136,1460,Bryant,Wright St,Bryant
506,0.616,0.384,0,1136,1461,Bryant,Wyoming,Wyoming
507,0.504,0.496,0,1136,1463,Bryant,Yale,Yale
508,0.444,0.556,1,1151,1159,Chattanooga,Colgate,Chattanooga
509,0.492,0.508,1,1151,1161,Chattanooga,Colorado St,Chattanooga
510,0.44,0.56,1,1151,1163,Chattanooga,Connecticut,Chattanooga
511,0.456,0.544,1,1151,1166,Chattanooga,Creighton,Chattanooga
512,0.456,0.544,1,1151,1168,Chattanooga,CS Fullerton,Chattanooga
513,0.48,0.52,1,1151,1172,Chattanooga,Davidson,Chattanooga
514,0.38,0.62,1,1151,1174,Chattanooga,Delaware,Chattanooga
515,0.476,0.524,1,1151,1181,Chattanooga,Duke,Chattanooga
516,0.496,0.504,1,1151,1209,Chattanooga,Georgia St,Chattanooga
517,0.416,0.584,1,1151,1211,Chattanooga,Gonzaga,Chattanooga
518,0.476,0.524,1,1151,1222,Chattanooga,Houston,Chattanooga
519,0.456,0.544,1,1151,1228,Chattanooga,Illinois,Chattanooga
520,0.512,0.488,0,1151,1231,Chattanooga,Indiana,Indiana
521,0.5,0.5,0,1151,1234,Chattanooga,Iowa,Iowa
522,0.456,0.544,1,1151,1235,Chattanooga,Iowa St,Chattanooga
523,0.44,0.56,1,1151,1240,Chattanooga,Jacksonville St,Chattanooga
524,0.512,0.488,0,1151,1242,Chattanooga,Kansas,Kansas
525,0.468,0.532,1,1151,1246,Chattanooga,Kentucky,Chattanooga
526,0.476,0.524,1,1151,1255,Chattanooga,Longwood,Chattanooga
527,0.46,0.54,1,1151,1260,Chattanooga,Loyola-Chicago,Chattanooga
528,0.432,0.568,1,1151,1261,Chattanooga,LSU,Chattanooga
529,0.568,0.432,0,1151,1266,Chattanooga,Marquette,Marquette
530,0.528,0.472,0,1151,1272,Chattanooga,Memphis,Memphis
531,0.54,0.46,0,1151,1274,Chattanooga,Miami FL,Miami FL
532,0.444,0.556,1,1151,1276,Chattanooga,Michigan,Chattanooga
533,0.532,0.468,0,1151,1277,Chattanooga,Michigan St,Michigan St
534,0.484,0.516,1,1151,1286,Chattanooga,Montana St,Chattanooga
535,0.568,0.432,0,1151,1293,Chattanooga,Murray St,Murray St
536,0.436,0.564,1,1151,1308,Chattanooga,New Mexico St,Chattanooga
537,0.476,0.524,1,1151,1313,Chattanooga,Norfolk St,Chattanooga
538,0.416,0.584,1,1151,1314,Chattanooga,North Carolina,Chattanooga
539,0.528,0.472,0,1151,1323,Chattanooga,Notre Dame,Notre Dame
540,0.484,0.516,1,1151,1326,Chattanooga,Ohio St,Chattanooga
541,0.428,0.572,1,1151,1344,Chattanooga,Providence,Chattanooga
542,0.408,0.592,1,1151,1345,Chattanooga,Purdue,Chattanooga
543,0.592,0.408,0,1151,1350,Chattanooga,Richmond,Richmond
544,0.536,0.464,0,1151,1353,Chattanooga,Rutgers,Rutgers
545,0.512,0.488,0,1151,1355,Chattanooga,S Dakota St,S Dakota St
546,0.528,0.472,0,1151,1361,Chattanooga,San Diego St,San Diego St
547,0.52,0.48,0,1151,1362,Chattanooga,San Francisco,San Francisco
548,0.504,0.496,0,1151,1371,Chattanooga,Seton Hall,Seton Hall
549,0.496,0.504,1,1151,1388,Chattanooga,St Mary's CA,Chattanooga
550,0.504,0.496,0,1151,1389,Chattanooga,St Peter's,St Peter's
551,0.432,0.568,1,1151,1394,Chattanooga,TAM C. Christi,Chattanooga
552,0.556,0.444,0,1151,1395,Chattanooga,TCU,TCU
553,0.484,0.516,1,1151,1397,Chattanooga,Tennessee,Chattanooga
554,0.448,0.552,1,1151,1400,Chattanooga,Texas,Chattanooga
555,0.44,0.56,1,1151,1403,Chattanooga,Texas Tech,Chattanooga
556,0.46,0.54,1,1151,1411,Chattanooga,TX Southern,Chattanooga
557,0.488,0.512,1,1151,1412,Chattanooga,UAB,Chattanooga
558,0.464,0.536,1,1151,1417,Chattanooga,UCLA,Chattanooga
559,0.452,0.548,1,1151,1425,Chattanooga,USC,Chattanooga
560,0.492,0.508,1,1151,1436,Chattanooga,Vermont,Chattanooga
561,0.524,0.476,0,1151,1437,Chattanooga,Villanova,Villanova
562,0.44,0.56,1,1151,1439,Chattanooga,Virginia Tech,Chattanooga
563,0.436,0.564,1,1151,1458,Chattanooga,Wisconsin,Chattanooga
564,0.424,0.576,1,1151,1460,Chattanooga,Wright St,Chattanooga
565,0.404,0.596,1,1151,1461,Chattanooga,Wyoming,Chattanooga
566,0.524,0.476,0,1151,1463,Chattanooga,Yale,Yale
567,0.616,0.384,0,1159,1161,Colgate,Colorado St,Colorado St
568,0.588,0.412,0,1159,1163,Colgate,Connecticut,Connecticut
569,0.532,0.468,0,1159,1166,Colgate,Creighton,Creighton
570,0.456,0.544,1,1159,1168,Colgate,CS Fullerton,Colgate
571,0.508,0.492,0,1159,1172,Colgate,Davidson,Davidson
572,0.36,0.64,1,1159,1174,Colgate,Delaware,Colgate
573,0.48,0.52,1,1159,1181,Colgate,Duke,Colgate
574,0.548,0.452,0,1159,1209,Colgate,Georgia St,Georgia St
575,0.528,0.472,0,1159,1211,Colgate,Gonzaga,Gonzaga
576,0.488,0.512,1,1159,1222,Colgate,Houston,Colgate
577,0.54,0.46,0,1159,1228,Colgate,Illinois,Illinois
578,0.46,0.54,1,1159,1231,Colgate,Indiana,Colgate
579,0.504,0.496,0,1159,1234,Colgate,Iowa,Iowa
580,0.576,0.424,0,1159,1235,Colgate,Iowa St,Iowa St
581,0.412,0.588,1,1159,1240,Colgate,Jacksonville St,Colgate
582,0.556,0.444,0,1159,1242,Colgate,Kansas,Kansas
583,0.48,0.52,1,1159,1246,Colgate,Kentucky,Colgate
584,0.508,0.492,0,1159,1255,Colgate,Longwood,Longwood
585,0.564,0.436,0,1159,1260,Colgate,Loyola-Chicago,Loyola-Chicago
586,0.516,0.484,0,1159,1261,Colgate,LSU,LSU
587,0.512,0.488,0,1159,1266,Colgate,Marquette,Marquette
588,0.508,0.492,0,1159,1272,Colgate,Memphis,Memphis
589,0.532,0.468,0,1159,1274,Colgate,Miami FL,Miami FL
590,0.472,0.528,1,1159,1276,Colgate,Michigan,Colgate
591,0.516,0.484,0,1159,1277,Colgate,Michigan St,Michigan St
592,0.376,0.624,1,1159,1286,Colgate,Montana St,Colgate
593,0.416,0.584,1,1159,1293,Colgate,Murray St,Colgate
594,0.448,0.552,1,1159,1308,Colgate,New Mexico St,Colgate
595,0.536,0.464,0,1159,1313,Colgate,Norfolk St,Norfolk St
596,0.512,0.488,0,1159,1314,Colgate,North Carolina,North Carolina
597,0.484,0.516,1,1159,1323,Colgate,Notre Dame,Colgate
598,0.58,0.42,0,1159,1326,Colgate,Ohio St,Ohio St
599,0.524,0.476,0,1159,1344,Colgate,Providence,Providence
600,0.508,0.492,0,1159,1345,Colgate,Purdue,Purdue
601,0.496,0.504,1,1159,1350,Colgate,Richmond,Colgate
602,0.448,0.552,1,1159,1353,Colgate,Rutgers,Colgate
603,0.48,0.52,1,1159,1355,Colgate,S Dakota St,Colgate
604,0.54,0.46,0,1159,1361,Colgate,San Diego St,San Diego St
605,0.584,0.416,0,1159,1362,Colgate,San Francisco,San Francisco
606,0.404,0.596,1,1159,1371,Colgate,Seton Hall,Colgate
607,0.472,0.528,1,1159,1388,Colgate,St Mary's CA,Colgate
608,0.556,0.444,0,1159,1389,Colgate,St Peter's,St Peter's
609,0.488,0.512,1,1159,1394,Colgate,TAM C. Christi,Colgate
610,0.524,0.476,0,1159,1395,Colgate,TCU,TCU
611,0.624,0.376,0,1159,1397,Colgate,Tennessee,Tennessee
612,0.564,0.436,0,1159,1400,Colgate,Texas,Texas
613,0.564,0.436,0,1159,1403,Colgate,Texas Tech,Texas Tech
614,0.552,0.448,0,1159,1411,Colgate,TX Southern,TX Southern
615,0.6,0.4,0,1159,1412,Colgate,UAB,UAB
616,0.624,0.376,0,1159,1417,Colgate,UCLA,UCLA
617,0.48,0.52,1,1159,1425,Colgate,USC,Colgate
618,0.452,0.548,1,1159,1436,Colgate,Vermont,Colgate
619,0.496,0.504,1,1159,1437,Colgate,Villanova,Colgate
620,0.46,0.54,1,1159,1439,Colgate,Virginia Tech,Colgate
621,0.576,0.424,0,1159,1458,Colgate,Wisconsin,Wisconsin
622,0.388,0.612,1,1159,1460,Colgate,Wright St,Colgate
623,0.508,0.492,0,1159,1461,Colgate,Wyoming,Wyoming
624,0.436,0.564,1,1159,1463,Colgate,Yale,Colgate
625,0.584,0.416,0,1161,1163,Colorado St,Connecticut,Connecticut
626,0.444,0.556,1,1161,1166,Colorado St,Creighton,Colorado St
627,0.48,0.52,1,1161,1168,Colorado St,CS Fullerton,Colorado St
628,0.452,0.548,1,1161,1172,Colorado St,Davidson,Colorado St
629,0.472,0.528,1,1161,1174,Colorado St,Delaware,Colorado St
630,0.464,0.536,1,1161,1181,Colorado St,Duke,Colorado St
631,0.652,0.348,0,1161,1209,Colorado St,Georgia St,Georgia St
632,0.508,0.492,0,1161,1211,Colorado St,Gonzaga,Gonzaga
633,0.496,0.504,1,1161,1222,Colorado St,Houston,Colorado St
634,0.496,0.504,1,1161,1228,Colorado St,Illinois,Colorado St
635,0.488,0.512,1,1161,1231,Colorado St,Indiana,Colorado St
636,0.5,0.5,0,1161,1234,Colorado St,Iowa,Iowa
637,0.488,0.512,1,1161,1235,Colorado St,Iowa St,Colorado St
638,0.48,0.52,1,1161,1240,Colorado St,Jacksonville St,Colorado St
639,0.456,0.544,1,1161,1242,Colorado St,Kansas,Colorado St
640,0.504,0.496,0,1161,1246,Colorado St,Kentucky,Kentucky
641,0.588,0.412,0,1161,1255,Colorado St,Longwood,Longwood
642,0.372,0.628,1,1161,1260,Colorado St,Loyola-Chicago,Colorado St
643,0.524,0.476,0,1161,1261,Colorado St,LSU,LSU
644,0.544,0.456,0,1161,1266,Colorado St,Marquette,Marquette
645,0.528,0.472,0,1161,1272,Colorado St,Memphis,Memphis
646,0.552,0.448,0,1161,1274,Colorado St,Miami FL,Miami FL
647,0.484,0.516,1,1161,1276,Colorado St,Michigan,Colorado St
648,0.416,0.584,1,1161,1277,Colorado St,Michigan St,Colorado St
649,0.472,0.528,1,1161,1286,Colorado St,Montana St,Colorado St
650,0.476,0.524,1,1161,1293,Colorado St,Murray St,Colorado St
651,0.424,0.576,1,1161,1308,Colorado St,New Mexico St,Colorado St
652,0.596,0.404,0,1161,1313,Colorado St,Norfolk St,Norfolk St
653,0.424,0.576,1,1161,1314,Colorado St,North Carolina,Colorado St
654,0.424,0.576,1,1161,1323,Colorado St,Notre Dame,Colorado St
655,0.448,0.552,1,1161,1326,Colorado St,Ohio St,Colorado St
656,0.476,0.524,1,1161,1344,Colorado St,Providence,Colorado St
657,0.5,0.5,0,1161,1345,Colorado St,Purdue,Purdue
658,0.556,0.444,0,1161,1350,Colorado St,Richmond,Richmond
659,0.6,0.4,0,1161,1353,Colorado St,Rutgers,Rutgers
660,0.448,0.552,1,1161,1355,Colorado St,S Dakota St,Colorado St
661,0.572,0.428,0,1161,1361,Colorado St,San Diego St,San Diego St
662,0.56,0.44,0,1161,1362,Colorado St,San Francisco,San Francisco
663,0.512,0.488,0,1161,1371,Colorado St,Seton Hall,Seton Hall
664,0.488,0.512,1,1161,1388,Colorado St,St Mary's CA,Colorado St
665,0.524,0.476,0,1161,1389,Colorado St,St Peter's,St Peter's
666,0.5,0.5,0,1161,1394,Colorado St,TAM C. Christi,TAM C. Christi
667,0.6,0.4,0,1161,1395,Colorado St,TCU,TCU
668,0.424,0.576,1,1161,1397,Colorado St,Tennessee,Colorado St
669,0.54,0.46,0,1161,1400,Colorado St,Texas,Texas
670,0.492,0.508,1,1161,1403,Colorado St,Texas Tech,Colorado St
671,0.604,0.396,0,1161,1411,Colorado St,TX Southern,TX Southern
672,0.532,0.468,0,1161,1412,Colorado St,UAB,UAB
673,0.584,0.416,0,1161,1417,Colorado St,UCLA,UCLA
674,0.572,0.428,0,1161,1425,Colorado St,USC,USC
675,0.412,0.588,1,1161,1436,Colorado St,Vermont,Colorado St
676,0.452,0.548,1,1161,1437,Colorado St,Villanova,Colorado St
677,0.48,0.52,1,1161,1439,Colorado St,Virginia Tech,Colorado St
678,0.54,0.46,0,1161,1458,Colorado St,Wisconsin,Wisconsin
679,0.42,0.58,1,1161,1460,Colorado St,Wright St,Colorado St
680,0.432,0.568,1,1161,1461,Colorado St,Wyoming,Colorado St
681,0.444,0.556,1,1161,1463,Colorado St,Yale,Colorado St
682,0.532,0.468,0,1163,1166,Connecticut,Creighton,Creighton
683,0.552,0.448,0,1163,1168,Connecticut,CS Fullerton,CS Fullerton
684,0.52,0.48,0,1163,1172,Connecticut,Davidson,Davidson
685,0.592,0.408,0,1163,1174,Connecticut,Delaware,Delaware
686,0.472,0.528,1,1163,1181,Connecticut,Duke,Connecticut
687,0.632,0.368,0,1163,1209,Connecticut,Georgia St,Georgia St
688,0.516,0.484,0,1163,1211,Connecticut,Gonzaga,Gonzaga
689,0.48,0.52,1,1163,1222,Connecticut,Houston,Connecticut
690,0.476,0.524,1,1163,1228,Connecticut,Illinois,Connecticut
691,0.58,0.42,0,1163,1231,Connecticut,Indiana,Indiana
692,0.628,0.372,0,1163,1234,Connecticut,Iowa,Iowa
693,0.6,0.4,0,1163,1235,Connecticut,Iowa St,Iowa St
694,0.588,0.412,0,1163,1240,Connecticut,Jacksonville St,Jacksonville St
695,0.564,0.436,0,1163,1242,Connecticut,Kansas,Kansas
696,0.504,0.496,0,1163,1246,Connecticut,Kentucky,Kentucky
697,0.584,0.416,0,1163,1255,Connecticut,Longwood,Longwood
698,0.5,0.5,0,1163,1260,Connecticut,Loyola-Chicago,Loyola-Chicago
699,0.492,0.508,1,1163,1261,Connecticut,LSU,Connecticut
700,0.644,0.356,0,1163,1266,Connecticut,Marquette,Marquette
701,0.532,0.468,0,1163,1272,Connecticut,Memphis,Memphis
702,0.512,0.488,0,1163,1274,Connecticut,Miami FL,Miami FL
703,0.496,0.504,1,1163,1276,Connecticut,Michigan,Connecticut
704,0.444,0.556,1,1163,1277,Connecticut,Michigan St,Connecticut
705,0.552,0.448,0,1163,1286,Connecticut,Montana St,Montana St
706,0.544,0.456,0,1163,1293,Connecticut,Murray St,Murray St
707,0.572,0.428,0,1163,1308,Connecticut,New Mexico St,New Mexico St
708,0.648,0.352,0,1163,1313,Connecticut,Norfolk St,Norfolk St
709,0.512,0.488,0,1163,1314,Connecticut,North Carolina,North Carolina
710,0.496,0.504,1,1163,1323,Connecticut,Notre Dame,Connecticut
711,0.512,0.488,0,1163,1326,Connecticut,Ohio St,Ohio St
712,0.524,0.476,0,1163,1344,Connecticut,Providence,Providence
713,0.428,0.572,1,1163,1345,Connecticut,Purdue,Connecticut
714,0.552,0.448,0,1163,1350,Connecticut,Richmond,Richmond
715,0.66,0.34,0,1163,1353,Connecticut,Rutgers,Rutgers
716,0.476,0.524,1,1163,1355,Connecticut,S Dakota St,Connecticut
717,0.62,0.38,0,1163,1361,Connecticut,San Diego St,San Diego St
718,0.616,0.384,0,1163,1362,Connecticut,San Francisco,San Francisco
719,0.48,0.52,1,1163,1371,Connecticut,Seton Hall,Connecticut
720,0.596,0.404,0,1163,1388,Connecticut,St Mary's CA,St Mary's CA
721,0.62,0.38,0,1163,1389,Connecticut,St Peter's,St Peter's
722,0.504,0.496,0,1163,1394,Connecticut,TAM C. Christi,TAM C. Christi
723,0.572,0.428,0,1163,1395,Connecticut,TCU,TCU
724,0.66,0.34,0,1163,1397,Connecticut,Tennessee,Tennessee
725,0.596,0.404,0,1163,1400,Connecticut,Texas,Texas
726,0.58,0.42,0,1163,1403,Connecticut,Texas Tech,Texas Tech
727,0.524,0.476,0,1163,1411,Connecticut,TX Southern,TX Southern
728,0.56,0.44,0,1163,1412,Connecticut,UAB,UAB
729,0.552,0.448,0,1163,1417,Connecticut,UCLA,UCLA
730,0.504,0.496,0,1163,1425,Connecticut,USC,USC
731,0.468,0.532,1,1163,1436,Connecticut,Vermont,Connecticut
732,0.504,0.496,0,1163,1437,Connecticut,Villanova,Villanova
733,0.508,0.492,0,1163,1439,Connecticut,Virginia Tech,Virginia Tech
734,0.504,0.496,0,1163,1458,Connecticut,Wisconsin,Wisconsin
735,0.592,0.408,0,1163,1460,Connecticut,Wright St,Wright St
736,0.54,0.46,0,1163,1461,Connecticut,Wyoming,Wyoming
737,0.636,0.364,0,1163,1463,Connecticut,Yale,Yale
738,0.54,0.46,0,1166,1168,Creighton,CS Fullerton,CS Fullerton
739,0.488,0.512,1,1166,1172,Creighton,Davidson,Creighton
740,0.468,0.532,1,1166,1174,Creighton,Delaware,Creighton
741,0.52,0.48,0,1166,1181,Creighton,Duke,Duke
742,0.532,0.468,0,1166,1209,Creighton,Georgia St,Georgia St
743,0.392,0.608,1,1166,1211,Creighton,Gonzaga,Creighton
744,0.524,0.476,0,1166,1222,Creighton,Houston,Houston
745,0.472,0.528,1,1166,1228,Creighton,Illinois,Creighton
746,0.584,0.416,0,1166,1231,Creighton,Indiana,Indiana
747,0.46,0.54,1,1166,1234,Creighton,Iowa,Creighton
748,0.52,0.48,0,1166,1235,Creighton,Iowa St,Iowa St
749,0.544,0.456,0,1166,1240,Creighton,Jacksonville St,Jacksonville St
750,0.472,0.528,1,1166,1242,Creighton,Kansas,Creighton
751,0.472,0.528,1,1166,1246,Creighton,Kentucky,Creighton
752,0.444,0.556,1,1166,1255,Creighton,Longwood,Creighton
753,0.528,0.472,0,1166,1260,Creighton,Loyola-Chicago,Loyola-Chicago
754,0.552,0.448,0,1166,1261,Creighton,LSU,LSU
755,0.576,0.424,0,1166,1266,Creighton,Marquette,Marquette
756,0.488,0.512,1,1166,1272,Creighton,Memphis,Creighton
757,0.532,0.468,0,1166,1274,Creighton,Miami FL,Miami FL
758,0.464,0.536,1,1166,1276,Creighton,Michigan,Creighton
759,0.48,0.52,1,1166,1277,Creighton,Michigan St,Creighton
760,0.56,0.44,0,1166,1286,Creighton,Montana St,Montana St
761,0.568,0.432,0,1166,1293,Creighton,Murray St,Murray St
762,0.528,0.472,0,1166,1308,Creighton,New Mexico St,New Mexico St
763,0.592,0.408,0,1166,1313,Creighton,Norfolk St,Norfolk St
764,0.496,0.504,1,1166,1314,Creighton,North Carolina,Creighton
765,0.56,0.44,0,1166,1323,Creighton,Notre Dame,Notre Dame
766,0.492,0.508,1,1166,1326,Creighton,Ohio St,Creighton
767,0.504,0.496,0,1166,1344,Creighton,Providence,Providence
768,0.472,0.528,1,1166,1345,Creighton,Purdue,Creighton
769,0.536,0.464,0,1166,1350,Creighton,Richmond,Richmond
770,0.524,0.476,0,1166,1353,Creighton,Rutgers,Rutgers
771,0.468,0.532,1,1166,1355,Creighton,S Dakota St,Creighton
772,0.5,0.5,0,1166,1361,Creighton,San Diego St,San Diego St
773,0.576,0.424,0,1166,1362,Creighton,San Francisco,San Francisco
774,0.52,0.48,0,1166,1371,Creighton,Seton Hall,Seton Hall
775,0.532,0.468,0,1166,1388,Creighton,St Mary's CA,St Mary's CA
776,0.52,0.48,0,1166,1389,Creighton,St Peter's,St Peter's
777,0.532,0.468,0,1166,1394,Creighton,TAM C. Christi,TAM C. Christi
778,0.496,0.504,1,1166,1395,Creighton,TCU,Creighton
779,0.504,0.496,0,1166,1397,Creighton,Tennessee,Tennessee
780,0.516,0.484,0,1166,1400,Creighton,Texas,Texas
781,0.528,0.472,0,1166,1403,Creighton,Texas Tech,Texas Tech
782,0.536,0.464,0,1166,1411,Creighton,TX Southern,TX Southern
783,0.608,0.392,0,1166,1412,Creighton,UAB,UAB
784,0.488,0.512,1,1166,1417,Creighton,UCLA,Creighton
785,0.504,0.496,0,1166,1425,Creighton,USC,USC
786,0.508,0.492,0,1166,1436,Creighton,Vermont,Vermont
787,0.46,0.54,1,1166,1437,Creighton,Villanova,Creighton
788,0.484,0.516,1,1166,1439,Creighton,Virginia Tech,Creighton
789,0.436,0.564,1,1166,1458,Creighton,Wisconsin,Creighton
790,0.528,0.472,0,1166,1460,Creighton,Wright St,Wright St
791,0.412,0.588,1,1166,1461,Creighton,Wyoming,Creighton
792,0.56,0.44,0,1166,1463,Creighton,Yale,Yale
793,0.44,0.56,1,1168,1172,CS Fullerton,Davidson,CS Fullerton
794,0.468,0.532,1,1168,1174,CS Fullerton,Delaware,CS Fullerton
795,0.516,0.484,0,1168,1181,CS Fullerton,Duke,Duke
796,0.508,0.492,0,1168,1209,CS Fullerton,Georgia St,Georgia St
797,0.524,0.476,0,1168,1211,CS Fullerton,Gonzaga,Gonzaga
798,0.536,0.464,0,1168,1222,CS Fullerton,Houston,Houston
799,0.52,0.48,0,1168,1228,CS Fullerton,Illinois,Illinois
800,0.52,0.48,0,1168,1231,CS Fullerton,Indiana,Indiana
801,0.548,0.452,0,1168,1234,CS Fullerton,Iowa,Iowa
802,0.616,0.384,0,1168,1235,CS Fullerton,Iowa St,Iowa St
803,0.496,0.504,1,1168,1240,CS Fullerton,Jacksonville St,CS Fullerton
