ID,Pred
2022_1211_1326,0.5
2022_1211_1344,0.5
2022_1211_1345,0.5
2022_1211_1350,0.5
2022_1211_1353,0.5
2022_1211_1355,0.5
2022_1211_1361,0.5
2022_1211_1362,0.5
2022_1211_1371,0.5
2022_1211_1388,0.5
2022_1211_1389,0.5
2022_1211_1394,0.5
2022_1211_1395,0.5
2022_1211_1397,0.5
2022_1211_1400,0.5
2022_1211_1403,0.5
2022_1211_1411,0.5
2022_1211_1412,0.5
2022_1211_1417,0.5
2022_1211_1425,0.5
2022_1211_1436,0.5
2022_1211_1437,0.5
2022_1211_1439,0.5
2022_1211_1458,0.5
2022_1211_1460,0.5
2022_1211_1461,0.5
2022_1211_1463,0.5
2022_1222_1228,0.5
2022_1222_1231,0.5
2022_1222_1234,0.5
2022_1222_1235,0.5
2022_1222_1240,0.5
2022_1222_1242,0.5
2022_1222_1246,0.5
2022_1222_1255,0.5
2022_1222_1260,0.5
2022_1222_1261,0.5
2022_1222_1266,0.5
2022_1222_1272,0.5
2022_1222_1274,0.5
2022_1222_1276,0.5
2022_1222_1277,0.5
2022_1222_1286,0.5
2022_1222_1293,0.5
2022_1222_1308,0.5
2022_1222_1313,0.5
2022_1222_1314,0.5
2022_1222_1323,0.5
2022_1222_1326,0.5
2022_1222_1344,0.5
2022_1222_1345,0.5
2022_1222_1350,0.5
2022_1222_1353,0.5
2022_1222_1355,0.5
2022_1222_1361,0.5
2022_1222_1362,0.5
2022_1222_1371,0.5
2022_1222_1388,0.5
2022_1222_1389,0.5
2022_1222_1394,0.5
2022_1222_1395,0.5
2022_1222_1397,0.5
2022_1222_1400,0.5
2022_1222_1403,0.5
2022_1222_1411,0.5
2022_1222_1412,0.5
2022_1222_1417,0.5
2022_1222_1425,0.5
2022_1222_1436,0.5
2022_1222_1437,0.5
2022_1222_1439,0.5
2022_1222_1458,0.5
2022_1222_1460,0.5
2022_1222_1461,0.5
2022_1222_1463,0.5
2022_1228_1231,0.5
2022_1228_1234,0.5
2022_1228_1235,0.5
2022_1228_1240,0.5
2022_1228_1242,0.5
2022_1228_1246,0.5
2022_1228_1255,0.5
2022_1228_1260,0.5
2022_1228_1261,0.5
2022_1228_1266,0.5
2022_1228_1272,0.5
2022_1228_1274,0.5
2022_1228_1276,0.5
2022_1228_1277,0.5
2022_1228_1286,0.5
2022_1228_1293,0.5
2022_1228_1308,0.5
2022_1228_1313,0.5
2022_1228_1314,0.5
2022_1228_1323,0.5
2022_1228_1326,0.5
2022_1228_1344,0.5
2022_1228_1345,0.5
2022_1228_1350,0.5
2022_1228_1353,0.5
2022_1228_1355,0.5
2022_1228_1361,0.5
2022_1228_1362,0.5
2022_1228_1371,0.5
2022_1228_1388,0.5
2022_1228_1389,0.5
2022_1228_1394,0.5
2022_1228_1395,0.5
2022_1228_1397,0.5
2022_1228_1400,0.5
2022_1228_1403,0.5
2022_1228_1411,0.5
2022_1228_1412,0.5
2022_1228_1417,0.5
2022_1228_1425,0.5
2022_1228_1436,0.5
2022_1228_1437,0.5
2022_1228_1439,0.5
2022_1228_1458,0.5
2022_1228_1460,0.5
2022_1228_1461,0.5
2022_1228_1463,0.5
2022_1231_1234,0.5
2022_1231_1235,0.5
2022_1231_1240,0.5
2022_1231_1242,0.5
2022_1231_1246,0.5
2022_1231_1255,0.5
2022_1231_1260,0.5
2022_1231_1261,0.5
2022_1231_1266,0.5
2022_1231_1272,0.5
2022_1231_1274,0.5
2022_1231_1276,0.5
2022_1231_1277,0.5
2022_1231_1286,0.5
2022_1231_1293,0.5
2022_1231_1308,0.5
2022_1231_1313,0.5
2022_1231_1314,0.5
2022_1231_1323,0.5
2022_1231_1326,0.5
2022_1231_1344,0.5
2022_1231_1345,0.5
2022_1231_1350,0.5
2022_1231_1353,0.5
2022_1231_1355,0.5
2022_1231_1361,0.5
2022_1231_1362,0.5
2022_1231_1371,0.5
2022_1231_1388,0.5
2022_1231_1389,0.5
2022_1231_1394,0.5
2022_1231_1395,0.5
2022_1231_1397,0.5
2022_1231_1400,0.5
2022_1231_1403,0.5
2022_1231_1411,0.5
2022_1231_1412,0.5
2022_1231_1417,0.5
2022_1231_1425,0.5
2022_1231_1436,0.5
2022_1231_1437,0.5
2022_1231_1439,0.5
2022_1231_1458,0.5
2022_1231_1460,0.5
2022_1231_1461,0.5
2022_1231_1463,0.5
2022_1234_1235,0.5
2022_1234_1240,0.5
2022_1234_1242,0.5
2022_1234_1246,0.5
2022_1234_1255,0.5
2022_1234_1260,0.5
2022_1234_1261,0.5
2022_1234_1266,0.5
2022_1234_1272,0.5
2022_1234_1274,0.5
2022_1234_1276,0.5
2022_1234_1277,0.5
2022_1234_1286,0.5
2022_1234_1293,0.5
2022_1234_1308,0.5
2022_1234_1313,0.5
2022_1234_1314,0.5
2022_1234_1323,0.5
2022_1234_1326,0.5
2022_1234_1344,0.5
2022_1234_1345,0.5
2022_1234_1350,0.5
2022_1234_1353,0.5
2022_1234_1355,0.5
2022_1234_1361,0.5
2022_1234_1362,0.5
2022_1234_1371,0.5
2022_1234_1388,0.5
2022_1234_1389,0.5
2022_1234_1394,0.5
2022_1234_1395,0.5
2022_1234_1397,0.5
2022_1234_1400,0.5
2022_1234_1403,0.5
2022_1234_1411,0.5
2022_1234_1412,0.5
2022_1234_1417,0.5
2022_1234_1425,0.5
2022_1234_1436,0.5
2022_1234_1437,0.5
2022_1234_1439,0.5
2022_1234_1458,0.5
2022_1234_1460,0.5
2022_1234_1461,0.5
2022_1234_1463,0.5
2022_1235_1240,0.5
2022_1235_1242,0.5
2022_1235_1246,0.5
2022_1235_1255,0.5
2022_1235_1260,0.5
2022_1235_1261,0.5
2022_1235_1266,0.5
2022_1235_1272,0.5
2022_1235_1274,0.5
2022_1235_1276,0.5
2022_1235_1277,0.5
2022_1235_1286,0.5
2022_1235_1293,0.5
2022_1235_1308,0.5
2022_1235_1313,0.5
2022_1235_1314,0.5
2022_1235_1323,0.5
2022_1235_1326,0.5
2022_1235_1344,0.5
2022_1235_1345,0.5
2022_1235_1350,0.5
2022_1235_1353,0.5
2022_1235_1355,0.5
2022_1235_1361,0.5
2022_1235_1362,0.5
2022_1235_1371,0.5
2022_1235_1388,0.5
2022_1235_1389,0.5
2022_1235_1394,0.5
2022_1235_1395,0.5
2022_1235_1397,0.5
2022_1235_1400,0.5
2022_1235_1403,0.5
2022_1235_1411,0.5
2022_1235_1412,0.5
2022_1235_1417,0.5
2022_1235_1425,0.5
2022_1235_1436,0.5
2022_1235_1437,0.5
2022_1235_1439,0.5
2022_1235_1458,0.5
2022_1235_1460,0.5
2022_1235_1461,0.5
2022_1235_1463,0.5
2022_1240_1242,0.5
2022_1240_1246,0.5
2022_1240_1255,0.5
2022_1240_1260,0.5
2022_1240_1261,0.5
2022_1240_1266,0.5
2022_1240_1272,0.5
2022_1240_1274,0.5
2022_1240_1276,0.5
2022_1240_1277,0.5
2022_1240_1286,0.5
2022_1240_1293,0.5
2022_1240_1308,0.5
2022_1240_1313,0.5
2022_1240_1314,0.5
2022_1240_1323,0.5
2022_1240_1326,0.5
2022_1240_1344,0.5
2022_1240_1345,0.5
2022_1240_1350,0.5
2022_1240_1353,0.5
2022_1240_1355,0.5
2022_1240_1361,0.5
2022_1240_1362,0.5
2022_1240_1371,0.5
2022_1240_1388,0.5
2022_1240_1389,0.5
2022_1240_1394,0.5
2022_1240_1395,0.5
2022_1240_1397,0.5
2022_1240_1400,0.5
2022_1240_1403,0.5
2022_1240_1411,0.5
2022_1240_1412,0.5
2022_1240_1417,0.5
2022_1240_1425,0.5
2022_1240_1436,0.5
2022_1240_1437,0.5
2022_1240_1439,0.5
2022_1240_1458,0.5
2022_1240_1460,0.5
2022_1240_1461,0.5
2022_1240_1463,0.5
2022_1242_1246,0.5
2022_1242_1255,0.5
2022_1242_1260,0.5
2022_1242_1261,0.5
2022_1242_1266,0.5
2022_1242_1272,0.5
2022_1242_1274,0.5
2022_1242_1276,0.5
2022_1242_1277,0.5
2022_1242_1286,0.5
2022_1242_1293,0.5
2022_1242_1308,0.5
2022_1242_1313,0.5
2022_1242_1314,0.5
2022_1242_1323,0.5
2022_1242_1326,0.5
2022_1242_1344,0.5
2022_1242_1345,0.5
2022_1242_1350,0.5
2022_1242_1353,0.5
2022_1242_1355,0.5
2022_1242_1361,0.5
2022_1242_1362,0.5
2022_1242_1371,0.5
2022_1242_1388,0.5
2022_1242_1389,0.5
2022_1242_1394,0.5
2022_1242_1395,0.5
2022_1242_1397,0.5
2022_1242_1400,0.5
2022_1242_1403,0.5
2022_1242_1411,0.5
2022_1242_1412,0.5
2022_1242_1417,0.5
2022_1242_1425,0.5
2022_1242_1436,0.5
2022_1242_1437,0.5
2022_1242_1439,0.5
2022_1242_1458,0.5
2022_1242_1460,0.5
2022_1242_1461,0.5
2022_1242_1463,0.5
2022_1246_1255,0.5
2022_1246_1260,0.5
2022_1246_1261,0.5
2022_1246_1266,0.5
2022_1246_1272,0.5
2022_1246_1274,0.5
2022_1246_1276,0.5
2022_1246_1277,0.5
2022_1246_1286,0.5
2022_1246_1293,0.5
2022_1246_1308,0.5
2022_1246_1313,0.5
2022_1246_1314,0.5
2022_1246_1323,0.5
2022_1246_1326,0.5
2022_1246_1344,0.5
2022_1246_1345,0.5
2022_1246_1350,0.5
2022_1246_1353,0.5
2022_1246_1355,0.5
2022_1246_1361,0.5
2022_1246_1362,0.5
2022_1246_1371,0.5
2022_1246_1388,0.5
2022_1246_1389,0.5
2022_1246_1394,0.5
2022_1246_1395,0.5
2022_1246_1397,0.5
2022_1246_1400,0.5
2022_1246_1403,0.5
2022_1246_1411,0.5
2022_1246_1412,0.5
2022_1246_1417,0.5
2022_1246_1425,0.5
2022_1246_1436,0.5
2022_1246_1437,0.5
2022_1246_1439,0.5
2022_1246_1458,0.5
2022_1246_1460,0.5
2022_1246_1461,0.5
2022_1246_1463,0.5
2022_1255_1260,0.5
2022_1255_1261,0.5
2022_1255_1266,0.5
2022_1255_1272,0.5
2022_1255_1274,0.5
2022_1255_1276,0.5
2022_1255_1277,0.5
2022_1255_1286,0.5
2022_1255_1293,0.5
2022_1255_1308,0.5
2022_1255_1313,0.5
2022_1255_1314,0.5
2022_1255_1323,0.5
2022_1255_1326,0.5
2022_1255_1344,0.5
2022_1255_1345,0.5
2022_1255_1350,0.5
2022_1255_1353,0.5
2022_1255_1355,0.5
2022_1255_1361,0.5
2022_1255_1362,0.5
2022_1255_1371,0.5
2022_1255_1388,0.5
2022_1255_1389,0.5
2022_1255_1394,0.5
2022_1255_1395,0.5
2022_1255_1397,0.5
2022_1255_1400,0.5
2022_1255_1403,0.5
2022_1255_1411,0.5
2022_1255_1412,0.5
2022_1255_1417,0.5
2022_1255_1425,0.5
2022_1255_1436,0.5
2022_1255_1437,0.5
2022_1255_1439,0.5
2022_1255_1458,0.5
2022_1255_1460,0.5
2022_1255_1461,0.5
2022_1255_1463,0.5
2022_1260_1261,0.5
2022_1260_1266,0.5
2022_1260_1272,0.5
2022_1260_1274,0.5
2022_1260_1276,0.5
2022_1260_1277,0.5
2022_1260_1286,0.5
2022_1260_1293,0.5
2022_1260_1308,0.5
2022_1260_1313,0.5
2022_1260_1314,0.5
2022_1260_1323,0.5
2022_1260_1326,0.5
2022_1260_1344,0.5
2022_1260_1345,0.5
2022_1260_1350,0.5
2022_1260_1353,0.5
2022_1260_1355,0.5
2022_1260_1361,0.5
2022_1260_1362,0.5
2022_1260_1371,0.5
2022_1260_1388,0.5
2022_1260_1389,0.5
2022_1260_1394,0.5
2022_1260_1395,0.5
2022_1260_1397,0.5
2022_1260_1400,0.5
2022_1260_1403,0.5
2022_1260_1411,0.5
2022_1260_1412,0.5
2022_1260_1417,0.5
2022_1260_1425,0.5
2022_1260_1436,0.5
2022_1260_1437,0.5
2022_1260_1439,0.5
2022_1260_1458,0.5
2022_1260_1460,0.5
2022_1260_1461,0.5
2022_1260_1463,0.5
2022_1261_1266,0.5
2022_1261_1272,0.5
2022_1261_1274,0.5
2022_1261_1276,0.5
2022_1261_1277,0.5
2022_1261_1286,0.5
2022_1261_1293,0.5
2022_1261_1308,0.5
2022_1261_1313,0.5
2022_1261_1314,0.5
2022_1261_1323,0.5
2022_1261_1326,0.5
2022_1261_1344,0.5
2022_1261_1345,0.5
2022_1261_1350,0.5
2022_1261_1353,0.5
2022_1261_1355,0.5
2022_1261_1361,0.5
2022_1261_1362,0.5
2022_1261_1371,0.5
2022_1261_1388,0.5
2022_1261_1389,0.5
2022_1261_1394,0.5
2022_1261_1395,0.5
2022_1261_1397,0.5
2022_1261_1400,0.5
2022_1261_1403,0.5
2022_1261_1411,0.5
2022_1261_1412,0.5
2022_1261_1417,0.5
2022_1261_1425,0.5
2022_1261_1436,0.5
2022_1261_1437,0.5
2022_1261_1439,0.5
2022_1261_1458,0.5
2022_1261_1460,0.5
2022_1261_1461,0.5
2022_1261_1463,0.5
2022_1266_1272,0.5
2022_1266_1274,0.5
2022_1266_1276,0.5
2022_1266_1277,0.5
2022_1266_1286,0.5
2022_1266_1293,0.5
2022_1266_1308,0.5
2022_1266_1313,0.5
2022_1266_1314,0.5
2022_1266_1323,0.5
2022_1266_1326,0.5
2022_1266_1344,0.5
2022_1266_1345,0.5
2022_1266_1350,0.5
2022_1266_1353,0.5
2022_1266_1355,0.5
2022_1266_1361,0.5
2022_1266_1362,0.5
2022_1266_1371,0.5
2022_1266_1388,0.5
2022_1266_1389,0.5
2022_1266_1394,0.5
2022_1266_1395,0.5
2022_1266_1397,0.5
2022_1266_1400,0.5
2022_1266_1403,0.5
2022_1266_1411,0.5
2022_1266_1412,0.5
2022_1266_1417,0.5
2022_1266_1425,0.5
2022_1266_1436,0.5
2022_1266_1437,0.5
2022_1266_1439,0.5
2022_1266_1458,0.5
2022_1266_1460,0.5
2022_1266_1461,0.5
2022_1266_1463,0.5
2022_1272_1274,0.5
2022_1272_1276,0.5
2022_1272_1277,0.5
2022_1272_1286,0.5
2022_1272_1293,0.5
2022_1272_1308,0.5
2022_1272_1313,0.5
2022_1272_1314,0.5
2022_1272_1323,0.5
2022_1272_1326,0.5
2022_1272_1344,0.5
2022_1272_1345,0.5
2022_1272_1350,0.5
2022_1272_1353,0.5
2022_1272_1355,0.5
2022_1272_1361,0.5
2022_1272_1362,0.5
2022_1272_1371,0.5
2022_1272_1388,0.5
2022_1272_1389,0.5
2022_1272_1394,0.5
2022_1272_1395,0.5
2022_1272_1397,0.5
2022_1272_1400,0.5
2022_1272_1403,0.5
2022_1272_1411,0.5
2022_1272_1412,0.5
2022_1272_1417,0.5
2022_1272_1425,0.5
2022_1272_1436,0.5
2022_1272_1437,0.5
2022_1272_1439,0.5
2022_1272_1458,0.5
2022_1272_1460,0.5
2022_1272_1461,0.5
2022_1272_1463,0.5
2022_1274_1276,0.5
2022_1274_1277,0.5
2022_1274_1286,0.5
2022_1274_1293,0.5
2022_1274_1308,0.5
2022_1274_1313,0.5
2022_1274_1314,0.5
2022_1274_1323,0.5
2022_1274_1326,0.5
2022_1274_1344,0.5
2022_1274_1345,0.5
2022_1274_1350,0.5
2022_1274_1353,0.5
2022_1274_1355,0.5
2022_1274_1361,0.5
2022_1274_1362,0.5
2022_1274_1371,0.5
2022_1274_1388,0.5
2022_1274_1389,0.5
2022_1274_1394,0.5
2022_1274_1395,0.5
2022_1274_1397,0.5
2022_1274_1400,0.5
2022_1274_1403,0.5
2022_1274_1411,0.5
2022_1274_1412,0.5
2022_1274_1417,0.5
2022_1274_1425,0.5
2022_1274_1436,0.5
2022_1274_1437,0.5
2022_1274_1439,0.5
2022_1274_1458,0.5
2022_1274_1460,0.5
2022_1274_1461,0.5
2022_1274_1463,0.5
2022_1276_1277,0.5
2022_1276_1286,0.5
2022_1276_1293,0.5
2022_1276_1308,0.5
2022_1276_1313,0.5
2022_1276_1314,0.5
2022_1276_1323,0.5
2022_1276_1326,0.5
2022_1276_1344,0.5
2022_1276_1345,0.5
2022_1276_1350,0.5
2022_1276_1353,0.5
2022_1276_1355,0.5
2022_1276_1361,0.5
2022_1276_1362,0.5
2022_1276_1371,0.5
2022_1276_1388,0.5
2022_1276_1389,0.5
2022_1276_1394,0.5
2022_1276_1395,0.5
2022_1276_1397,0.5
2022_1276_1400,0.5
2022_1276_1403,0.5
2022_1276_1411,0.5
2022_1276_1412,0.5
2022_1276_1417,0.5
2022_1276_1425,0.5
2022_1276_1436,0.5
2022_1276_1437,0.5
2022_1276_1439,0.5
2022_1276_1458,0.5
2022_1276_1460,0.5
2022_1276_1461,0.5
2022_1276_1463,0.5
2022_1277_1286,0.5
2022_1277_1293,0.5
2022_1277_1308,0.5
2022_1277_1313,0.5
2022_1277_1314,0.5
2022_1277_1323,0.5
2022_1277_1326,0.5
2022_1277_1344,0.5
2022_1277_1345,0.5
2022_1277_1350,0.5
2022_1277_1353,0.5
2022_1277_1355,0.5
2022_1277_1361,0.5
2022_1277_1362,0.5
2022_1277_1371,0.5
2022_1277_1388,0.5
2022_1277_1389,0.5
2022_1277_1394,0.5
2022_1277_1395,0.5
2022_1277_1397,0.5
2022_1277_1400,0.5
2022_1277_1403,0.5
2022_1277_1411,0.5
2022_1277_1412,0.5
2022_1277_1417,0.5
2022_1277_1425,0.5
2022_1277_1436,0.5
2022_1277_1437,0.5
2022_1277_1439,0.5
2022_1277_1458,0.5
2022_1277_1460,0.5
2022_1277_1461,0.5
2022_1277_1463,0.5
2022_1286_1293,0.5
2022_1286_1308,0.5
2022_1286_1313,0.5
2022_1286_1314,0.5
2022_1286_1323,0.5
2022_1286_1326,0.5
2022_1286_1344,0.5
2022_1286_1345,0.5
2022_1286_1350,0.5
2022_1286_1353,0.5
2022_1286_1355,0.5
2022_1286_1361,0.5
2022_1286_1362,0.5
2022_1286_1371,0.5
2022_1286_1388,0.5
2022_1286_1389,0.5
2022_1286_1394,0.5
2022_1286_1395,0.5
2022_1286_1397,0.5
2022_1286_1400,0.5
2022_1286_1403,0.5
2022_1286_1411,0.5
2022_1286_1412,0.5
2022_1286_1417,0.5
2022_1286_1425,0.5
2022_1286_1436,0.5
2022_1286_1437,0.5
2022_1286_1439,0.5
2022_1286_1458,0.5
2022_1286_1460,0.5
2022_1286_1461,0.5
2022_1286_1463,0.5
2022_1293_1308,0.5
2022_1293_1313,0.5
2022_1293_1314,0.5
2022_1293_1323,0.5
2022_1293_1326,0.5
2022_1293_1344,0.5
2022_1293_1345,0.5
2022_1293_1350,0.5
2022_1293_1353,0.5
2022_1293_1355,0.5
2022_1293_1361,0.5
2022_1293_1362,0.5
2022_1293_1371,0.5
2022_1293_1388,0.5
2022_1293_1389,0.5
2022_1293_1394,0.5
2022_1293_1395,0.5
2022_1293_1397,0.5
2022_1293_1400,0.5
2022_1293_1403,0.5
2022_1293_1411,0.5
2022_1293_1412,0.5
2022_1293_1417,0.5
2022_1293_1425,0.5
2022_1293_1436,0.5
2022_1293_1437,0.5
2022_1293_1439,0.5
2022_1293_1458,0.5
2022_1293_1460,0.5
2022_1293_1461,0.5
2022_1293_1463,0.5
2022_1308_1313,0.5
2022_1308_1314,0.5
2022_1308_1323,0.5
2022_1308_1326,0.5
2022_1308_1344,0.5
2022_1308_1345,0.5
2022_1308_1350,0.5
2022_1308_1353,0.5
2022_1308_1355,0.5
2022_1308_1361,0.5
2022_1308_1362,0.5
2022_1308_1371,0.5
2022_1308_1388,0.5
2022_1308_1389,0.5
2022_1308_1394,0.5
2022_1308_1395,0.5
2022_1308_1397,0.5
2022_1308_1400,0.5
2022_1308_1403,0.5
2022_1308_1411,0.5
2022_1308_1412,0.5
2022_1308_1417,0.5
2022_1308_1425,0.5
2022_1308_1436,0.5
2022_1308_1437,0.5
2022_1308_1439,0.5
2022_1308_1458,0.5
2022_1308_1460,0.5
2022_1308_1461,0.5
2022_1308_1463,0.5
2022_1313_1314,0.5
2022_1313_1323,0.5
2022_1313_1326,0.5
2022_1313_1344,0.5
2022_1313_1345,0.5
2022_1313_1350,0.5
2022_1313_1353,0.5
2022_1313_1355,0.5
2022_1313_1361,0.5
2022_1313_1362,0.5
2022_1313_1371,0.5
2022_1313_1388,0.5
2022_1313_1389,0.5
2022_1313_1394,0.5
2022_1313_1395,0.5
2022_1313_1397,0.5
2022_1313_1400,0.5
2022_1313_1403,0.5
2022_1313_1411,0.5
2022_1313_1412,0.5
2022_1313_1417,0.5
2022_1313_1425,0.5
2022_1313_1436,0.5
2022_1313_1437,0.5
2022_1313_1439,0.5
2022_1313_1458,0.5
2022_1313_1460,0.5
2022_1313_1461,0.5
2022_1313_1463,0.5
2022_1314_1323,0.5
2022_1314_1326,0.5
2022_1314_1344,0.5
2022_1314_1345,0.5
2022_1314_1350,0.5
2022_1314_1353,0.5
2022_1314_1355,0.5
2022_1314_1361,0.5
2022_1314_1362,0.5
2022_1314_1371,0.5
2022_1314_1388,0.5
2022_1314_1389,0.5
2022_1314_1394,0.5
2022_1314_1395,0.5
2022_1314_1397,0.5
2022_1314_1400,0.5
2022_1314_1403,0.5
2022_1314_1411,0.5
2022_1314_1412,0.5
2022_1314_1417,0.5
2022_1314_1425,0.5
2022_1314_1436,0.5
2022_1314_1437,0.5
2022_1314_1439,0.5
2022_1314_1458,0.5
2022_1314_1460,0.5
2022_1314_1461,0.5
2022_1314_1463,0.5
2022_1323_1326,0.5
2022_1323_1344,0.5
2022_1323_1345,0.5
2022_1323_1350,0.5
2022_1323_1353,0.5
2022_1323_1355,0.5
2022_1323_1361,0.5
2022_1323_1362,0.5
2022_1323_1371,0.5
2022_1323_1388,0.5
2022_1323_1389,0.5
2022_1323_1394,0.5
2022_1323_1395,0.5
2022_1323_1397,0.5
2022_1323_1400,0.5
2022_1323_1403,0.5
2022_1323_1411,0.5
2022_1323_1412,0.5
2022_1323_1417,0.5
2022_1323_1425,0.5
2022_1323_1436,0.5
2022_1323_1437,0.5
2022_1323_1439,0.5
2022_1323_1458,0.5
2022_1323_1460,0.5
2022_1323_1461,0.5
2022_1323_1463,0.5
2022_1326_1344,0.5
2022_1326_1345,0.5
2022_1326_1350,0.5
2022_1326_1353,0.5
2022_1326_1355,0.5
2022_1326_1361,0.5
2022_1326_1362,0.5
2022_1326_1371,0.5
2022_1326_1388,0.5
2022_1326_1389,0.5
2022_1326_1394,0.5
2022_1326_1395,0.5
2022_1326_1397,0.5
2022_1326_1400,0.5
2022_1326_1403,0.5
2022_1326_1411,0.5
2022_1326_1412,0.5
2022_1326_1417,0.5
2022_1326_1425,0.5
2022_1326_1436,0.5
2022_1326_1437,0.5
2022_1326_1439,0.5
2022_1326_1458,0.5
2022_1326_1460,0.5
2022_1326_1461,0.5
2022_1326_1463,0.5
2022_1344_1345,0.5
2022_1344_1350,0.5
2022_1344_1353,0.5
2022_1344_1355,0.5
2022_1344_1361,0.5
2022_1344_1362,0.5
2022_1344_1371,0.5
2022_1344_1388,0.5
2022_1344_1389,0.5
2022_1344_1394,0.5
2022_1344_1395,0.5
2022_1344_1397,0.5
2022_1344_1400,0.5
2022_1344_1403,0.5
2022_1344_1411,0.5
2022_1344_1412,0.5
2022_1344_1417,0.5
2022_1344_1425,0.5
2022_1344_1436,0.5
2022_1344_1437,0.5
2022_1344_1439,0.5
2022_1344_1458,0.5
2022_1344_1460,0.5
2022_1344_1461,0.5
2022_1344_1463,0.5
2022_1345_1350,0.5
2022_1345_1353,0.5
2022_1345_1355,0.5
2022_1345_1361,0.5
2022_1345_1362,0.5
2022_1345_1371,0.5
2022_1345_1388,0.5
2022_1345_1389,0.5
2022_1345_1394,0.5
2022_1345_1395,0.5
2022_1345_1397,0.5
2022_1345_1400,0.5
2022_1345_1403,0.5
2022_1345_1411,0.5
2022_1345_1412,0.5
2022_1345_1417,0.5
2022_1345_1425,0.5
2022_1345_1436,0.5
2022_1345_1437,0.5
2022_1345_1439,0.5
2022_1345_1458,0.5
2022_1345_1460,0.5
2022_1345_1461,0.5
2022_1345_1463,0.5
2022_1350_1353,0.5
2022_1350_1355,0.5
2022_1350_1361,0.5
2022_1350_1362,0.5
2022_1350_1371,0.5
2022_1350_1388,0.5
2022_1350_1389,0.5
2022_1350_1394,0.5
2022_1350_1395,0.5
2022_1350_1397,0.5
2022_1350_1400,0.5
2022_1350_1403,0.5
2022_1350_1411,0.5
2022_1350_1412,0.5
2022_1350_1417,0.5
2022_1350_1425,0.5
2022_1350_1436,0.5
2022_1350_1437,0.5
2022_1350_1439,0.5
2022_1350_1458,0.5
2022_1350_1460,0.5
2022_1350_1461,0.5
2022_1350_1463,0.5
2022_1353_1355,0.5
2022_1353_1361,0.5
2022_1353_1362,0.5
2022_1353_1371,0.5
2022_1353_1388,0.5
2022_1353_1389,0.5
2022_1353_1394,0.5
2022_1353_1395,0.5
2022_1353_1397,0.5
2022_1353_1400,0.5
2022_1353_1403,0.5
2022_1353_1411,0.5
2022_1353_1412,0.5
2022_1353_1417,0.5
2022_1353_1425,0.5
2022_1353_1436,0.5
2022_1353_1437,0.5
2022_1353_1439,0.5
2022_1353_1458,0.5
2022_1353_1460,0.5
2022_1353_1461,0.5
2022_1353_1463,0.5
2022_1355_1361,0.5
2022_1355_1362,0.5
2022_1355_1371,0.5
2022_1355_1388,0.5
2022_1355_1389,0.5
2022_1355_1394,0.5
2022_1355_1395,0.5
2022_1355_1397,0.5
2022_1355_1400,0.5
2022_1355_1403,0.5
2022_1355_1411,0.5
2022_1355_1412,0.5
2022_1355_1417,0.5
2022_1355_1425,0.5
2022_1355_1436,0.5
2022_1355_1437,0.5
2022_1355_1439,0.5
2022_1355_1458,0.5
2022_1355_1460,0.5
2022_1355_1461,0.5
2022_1355_1463,0.5
2022_1361_1362,0.5
2022_1361_1371,0.5
2022_1361_1388,0.5
2022_1361_1389,0.5
2022_1361_1394,0.5
2022_1361_1395,0.5
2022_1361_1397,0.5
2022_1361_1400,0.5
2022_1361_1403,0.5
2022_1361_1411,0.5
2022_1361_1412,0.5
2022_1361_1417,0.5
2022_1361_1425,0.5
2022_1361_1436,0.5
2022_1361_1437,0.5
2022_1361_1439,0.5
2022_1361_1458,0.5
2022_1361_1460,0.5
2022_1361_1461,0.5
2022_1361_1463,0.5
2022_1362_1371,0.5
2022_1362_1388,0.5
2022_1362_1389,0.5
2022_1362_1394,0.5
2022_1362_1395,0.5
2022_1362_1397,0.5
2022_1362_1400,0.5
2022_1362_1403,0.5
2022_1362_1411,0.5
2022_1362_1412,0.5
2022_1362_1417,0.5
2022_1362_1425,0.5
2022_1362_1436,0.5
2022_1362_1437,0.5
2022_1362_1439,0.5
2022_1362_1458,0.5
2022_1362_1460,0.5
2022_1362_1461,0.5
2022_1362_1463,0.5
2022_1371_1388,0.5
2022_1371_1389,0.5
2022_1371_1394,0.5
2022_1371_1395,0.5
2022_1371_1397,0.5
2022_1371_1400,0.5
2022_1371_1403,0.5
2022_1371_1411,0.5
2022_1371_1412,0.5
2022_1371_1417,0.5
2022_1371_1425,0.5
2022_1371_1436,0.5
2022_1371_1437,0.5
2022_1371_1439,0.5
2022_1371_1458,0.5
2022_1371_1460,0.5
2022_1371_1461,0.5
2022_1371_1463,0.5
2022_1388_1389,0.5
2022_1388_1394,0.5
2022_1388_1395,0.5
2022_1388_1397,0.5
2022_1388_1400,0.5
2022_1388_1403,0.5
2022_1388_1411,0.5
2022_1388_1412,0.5
2022_1388_1417,0.5
2022_1388_1425,0.5
2022_1388_1436,0.5
2022_1388_1437,0.5
2022_1388_1439,0.5
2022_1388_1458,0.5
2022_1388_1460,0.5
2022_1388_1461,0.5
2022_1388_1463,0.5
2022_1389_1394,0.5
2022_1389_1395,0.5
2022_1389_1397,0.5
2022_1389_1400,0.5
2022_1389_1403,0.5
2022_1389_1411,0.5
2022_1389_1412,0.5
2022_1389_1417,0.5
2022_1389_1425,0.5
